Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
56,Management,Divorced,High School,No,No,No,Telephone,Tue,May,No
37,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
37,Blue-Collar,Married,Basic 9Y,No,No,Yes,Telephone,Tue,May,No
46,Admin ,Single,High School,No,Yes,No,Telephone,Tue,May,No
22,Blue-Collar,Single,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
43,Services,Married,High School,No,No,No,Telephone,Tue,May,No
49,Blue-Collar,Married,Unknown,No,No,No,Telephone,Tue,May,No
41,Technician,Married,Basic 6Y,No,Yes,No,Telephone,Tue,May,No
38,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
33,Admin ,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
49,Admin ,Married,University Degree,No,Yes,Yes,Telephone,Tue,May,No
30,Blue-Collar,Single,Unknown,No,No,No,Telephone,Tue,May,No
33,Admin ,Married,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
34,Management,Single,University Degree,No,No,No,Telephone,Tue,May,No
30,Student,Single,Unknown,Unknown,No,No,Telephone,Tue,May,No
59,Management,Married,Basic 4Y,Unknown,Yes,Yes,Telephone,Tue,May,No
59,Management,Married,Basic 4Y,Unknown,Unknown,Unknown,Telephone,Tue,May,No
41,Self-Employed,Married,University Degree,No,No,No,Telephone,Tue,May,No
48,Housemaid,Married,Basic 6Y,Unknown,Yes,Yes,Telephone,Tue,May,No
28,Unknown,Single,Unknown,Unknown,Yes,Yes,Telephone,Tue,May,Yes
44,Services,Married,High School,No,Yes,No,Telephone,Tue,May,Yes
59,Retired,Unknown,University Degree,Unknown,No,No,Telephone,Tue,May,No
50,Management,Married,High School,Unknown,No,No,Telephone,Tue,May,No
35,Admin ,Married,University Degree,No,No,No,Telephone,Tue,May,No
42,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
45,Admin ,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
36,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
56,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
29,Blue-Collar,Divorced,Basic 4Y,No,No,No,Telephone,Tue,May,No
41,Self-Employed,Married,University Degree,No,Yes,Yes,Telephone,Tue,May,No
42,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
52,Services,Single,High School,No,No,No,Telephone,Tue,May,No
48,Services,Married,High School,Unknown,Unknown,Unknown,Telephone,Tue,May,No
31,Blue-Collar,Married,High School,Unknown,Yes,No,Telephone,Tue,May,No
43,Unemployed,Married,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
36,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
42,Entrepreneur,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
52,Services,Divorced,Basic 6Y,No,No,No,Telephone,Tue,May,No
39,Admin ,Married,High School,No,Yes,No,Telephone,Tue,May,No
36,Services,Married,High School,No,No,Yes,Telephone,Tue,May,No
42,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,Tue,May,No
41,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
55,Technician,Married,Basic 4Y,No,No,Yes,Telephone,Tue,May,No
30,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
57,Retired,Unknown,Basic 4Y,No,No,No,Telephone,Tue,May,No
45,Entrepreneur,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,May,No
51,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Telephone,Tue,May,No
39,Self-Employed,Single,Basic 9Y,Unknown,Yes,Yes,Telephone,Tue,May,No
47,Admin ,Married,High School,Unknown,No,No,Telephone,Tue,May,No
27,Services,Married,High School,No,Yes,No,Telephone,Tue,May,No
34,Technician,Single,University Degree,No,Yes,No,Telephone,Tue,May,No
57,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,May,No
43,Entrepreneur,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
49,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
39,Management,Married,University Degree,Unknown,No,No,Telephone,Tue,May,No
38,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,May,No
49,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
58,Management,Married,Basic 6Y,No,No,No,Telephone,Tue,May,No
43,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
50,Unknown,Married,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
31,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
43,Self-Employed,Divorced,University Degree,No,No,No,Telephone,Tue,May,No
43,Self-Employed,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
30,Self-Employed,Single,University Degree,No,Yes,No,Telephone,Tue,May,No
27,Services,Single,Professional Course,No,Yes,Yes,Telephone,Tue,May,No
51,Services,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
37,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
46,Housemaid,Married,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
35,Blue-Collar,Married,Professional Course,No,No,No,Telephone,Tue,May,No
47,Admin ,Divorced,University Degree,No,No,No,Telephone,Tue,May,No
46,Management,Married,Unknown,No,Yes,No,Telephone,Tue,May,No
40,Technician,Married,Professional Course,Unknown,No,Yes,Telephone,Tue,May,No
26,Housemaid,Married,University Degree,No,No,No,Telephone,Tue,May,No
32,Blue-Collar,Divorced,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
45,Management,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
34,Admin ,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
47,Blue-Collar,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
42,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,Yes
57,Technician,Married,Basic 4Y,Unknown,No,Yes,Telephone,Tue,May,No
57,Technician,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
38,Blue-Collar,Married,Basic 4Y,No,No,Yes,Telephone,Tue,May,No
57,Technician,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
28,Student,Single,Basic 9Y,Unknown,Yes,No,Telephone,Tue,May,No
60,Management,Married,University Degree,No,No,No,Telephone,Tue,May,No
48,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
47,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
40,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
51,Management,Married,Professional Course,Unknown,Yes,No,Telephone,Tue,May,No
48,Unemployed,Single,Basic 4Y,No,Yes,No,Telephone,Tue,May,No
54,Housemaid,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
40,Blue-Collar,Married,Basic 6Y,No,No,Yes,Telephone,Tue,May,No
44,Admin ,Single,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
42,Technician,Divorced,High School,No,No,No,Telephone,Tue,May,No
52,Self-Employed,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
31,Blue-Collar,Single,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
32,Services,Married,High School,No,No,No,Telephone,Tue,May,No
44,Admin ,Married,High School,No,Yes,Yes,Telephone,Tue,May,No
39,Management,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,May,No
57,Management,Married,Professional Course,Unknown,Yes,No,Telephone,Tue,May,No
52,Admin ,Married,Basic 4Y,No,Yes,No,Telephone,Tue,May,No
42,Management,Married,University Degree,No,No,No,Telephone,Tue,May,Yes
42,Technician,Single,Professional Course,Unknown,Unknown,Unknown,Telephone,Tue,May,No
43,Management,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
31,Admin ,Divorced,High School,No,No,No,Telephone,Tue,May,No
29,Admin ,Married,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
57,Blue-Collar,Divorced,Basic 4Y,No,No,No,Telephone,Tue,May,No
44,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
59,Unknown,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
57,Retired,Married,University Degree,No,No,No,Telephone,Tue,May,No
41,Management,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
37,Technician,Single,High School,Unknown,No,Yes,Telephone,Tue,May,No
38,Services,Married,High School,No,Yes,No,Telephone,Tue,May,No
42,Retired,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
49,Unknown,Married,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
54,Management,Married,Basic 6Y,Unknown,Yes,Yes,Telephone,Tue,May,No
36,Admin ,Married,University Degree,No,Unknown,Unknown,Telephone,Tue,May,No
32,Admin ,Single,University Degree,Unknown,No,No,Telephone,Tue,May,No
35,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
45,Housemaid,Married,Professional Course,Unknown,No,No,Telephone,Tue,May,No
56,Technician,Married,Unknown,No,Yes,No,Telephone,Tue,May,No
34,Technician,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
41,Unemployed,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
41,Services,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
36,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
32,Admin ,Single,University Degree,Unknown,Unknown,Unknown,Telephone,Tue,May,No
31,Services,Married,High School,Unknown,Unknown,Unknown,Telephone,Tue,May,No
38,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
35,Admin ,Divorced,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
53,Admin ,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
51,Admin ,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,May,No
56,Entrepreneur,Married,University Degree,Unknown,No,No,Telephone,Tue,May,No
33,Admin ,Married,Basic 9Y,No,Unknown,Unknown,Telephone,Tue,May,No
33,Admin ,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
51,Services,Divorced,High School,Unknown,Yes,No,Telephone,Tue,May,No
39,Services,Married,High School,Unknown,Yes,No,Telephone,Tue,May,Yes
45,Entrepreneur,Married,University Degree,No,No,No,Telephone,Tue,May,No
40,Technician,Single,University Degree,No,No,No,Telephone,Tue,May,No
60,Unknown,Single,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
33,Technician,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
47,Blue-Collar,Married,High School,Unknown,Yes,No,Telephone,Tue,May,No
48,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
43,Entrepreneur,Married,High School,No,No,No,Telephone,Tue,May,No
37,Management,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
50,Services,Married,Basic 9Y,No,Yes,Yes,Telephone,Tue,May,No
59,Entrepreneur,Married,High School,No,Yes,No,Telephone,Tue,May,No
32,Technician,Married,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
42,Housemaid,Single,Basic 4Y,Unknown,Yes,No,Telephone,Tue,May,No
52,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
42,Blue-Collar,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
42,Admin ,Married,Unknown,No,No,No,Telephone,Tue,May,No
40,Management,Married,Basic 9Y,Unknown,Unknown,Unknown,Telephone,Tue,May,No
38,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Tue,May,No
38,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
47,Admin ,Single,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
30,Services,Single,High School,No,No,No,Telephone,Tue,May,No
38,Admin ,Divorced,High School,No,Yes,Yes,Telephone,Tue,May,No
39,Technician,Divorced,University Degree,No,No,No,Telephone,Tue,May,No
44,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
36,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
41,Services,Married,High School,Unknown,Yes,Yes,Telephone,Tue,May,No
41,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Tue,May,No
35,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
41,Technician,Married,High School,No,No,No,Telephone,Tue,May,No
36,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
35,Admin ,Single,High School,No,Yes,Yes,Telephone,Tue,May,No
33,Blue-Collar,Single,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
38,Admin ,Single,Basic 6Y,Unknown,No,No,Telephone,Tue,May,No
33,Self-Employed,Married,University Degree,No,No,No,Telephone,Tue,May,No
55,Self-Employed,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
36,Blue-Collar,Single,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
57,Technician,Married,Professional Course,Unknown,No,Yes,Telephone,Tue,May,No
32,Entrepreneur,Single,University Degree,No,Yes,No,Telephone,Tue,May,No
30,Self-Employed,Single,High School,No,Yes,No,Telephone,Tue,May,No
43,Admin ,Married,Professional Course,No,Yes,Yes,Telephone,Tue,May,No
46,Admin ,Married,University Degree,No,No,No,Telephone,Tue,May,No
35,Admin ,Divorced,High School,No,No,Yes,Telephone,Tue,May,No
34,Admin ,Single,University Degree,No,Yes,Yes,Telephone,Tue,May,No
50,Blue-Collar,Married,Basic 4Y,Unknown,Unknown,Unknown,Telephone,Tue,May,No
39,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
42,Entrepreneur,Married,Basic 6Y,No,No,No,Telephone,Tue,May,No
57,Retired,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
45,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
40,Technician,Married,Basic 4Y,No,No,Yes,Telephone,Tue,May,No
42,Blue-Collar,Married,High School,No,No,Yes,Telephone,Tue,May,Yes
40,Technician,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
38,Blue-Collar,Single,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 6Y,Unknown,Yes,Yes,Telephone,Tue,May,No
41,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,May,No
41,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Telephone,Tue,May,No
45,Admin ,Married,University Degree,Unknown,No,No,Telephone,Tue,May,No
35,Admin ,Divorced,University Degree,No,Unknown,Unknown,Telephone,Tue,May,No
35,Admin ,Married,Basic 6Y,No,Yes,No,Telephone,Tue,May,No
49,Blue-Collar,Married,High School,Unknown,No,No,Telephone,Tue,May,No
36,Technician,Married,Unknown,No,No,No,Telephone,Tue,May,No
23,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
43,Unemployed,Married,University Degree,Unknown,Unknown,Unknown,Telephone,Tue,May,No
49,Entrepreneur,Married,Professional Course,No,Unknown,Unknown,Telephone,Tue,May,No
36,Technician,Married,Professional Course,No,Unknown,Unknown,Telephone,Tue,May,No
51,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,Tue,May,No
56,Retired,Married,Basic 4Y,Unknown,Yes,Yes,Telephone,Tue,May,No
45,Housemaid,Married,High School,No,No,No,Telephone,Tue,May,No
42,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
41,Admin ,Divorced,High School,No,No,No,Telephone,Tue,May,No
32,Services,Married,High School,Unknown,No,Yes,Telephone,Tue,May,No
46,Management,Married,University Degree,No,No,No,Telephone,Tue,May,No
37,Blue-Collar,Married,Unknown,No,No,No,Telephone,Tue,May,No
53,Management,Married,University Degree,Unknown,No,No,Telephone,Tue,May,No
30,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
45,Unknown,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
24,Technician,Single,Professional Course,No,No,Yes,Telephone,Tue,May,No
45,Unknown,Married,Unknown,Unknown,No,No,Telephone,Tue,May,No
34,Admin ,Single,University Degree,No,No,Yes,Telephone,Tue,May,No
41,Management,Married,University Degree,Unknown,No,No,Telephone,Tue,May,No
59,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,Tue,May,No
45,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
54,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,May,No
32,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
33,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
32,Admin ,Married,University Degree,No,No,No,Telephone,Tue,May,No
34,Services,Single,High School,No,Unknown,Unknown,Telephone,Tue,May,No
46,Management,Married,University Degree,No,No,No,Telephone,Tue,May,No
57,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
42,Technician,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
48,Admin ,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
58,Admin ,Divorced,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
34,Services,Married,High School,No,No,No,Telephone,Tue,May,No
32,Admin ,Single,University Degree,No,Yes,Yes,Telephone,Tue,May,No
48,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
47,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,May,No
31,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
32,Admin ,Single,University Degree,No,Yes,No,Telephone,Tue,May,No
32,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
36,Services,Married,High School,No,No,No,Telephone,Tue,May,No
53,Blue-Collar,Married,Basic 4Y,Unknown,No,Yes,Telephone,Tue,May,No
37,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,May,No
50,Services,Married,High School,No,No,No,Telephone,Tue,May,No
46,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,Tue,May,No
41,Admin ,Married,High School,No,No,No,Telephone,Tue,May,No
43,Blue-Collar,Single,Basic 4Y,No,No,No,Telephone,Tue,May,No
51,Management,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
38,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,May,No
41,Technician,Married,Basic 6Y,No,Yes,No,Telephone,Tue,May,No
39,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
52,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
37,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,May,No
41,Admin ,Married,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
46,Admin ,Divorced,University Degree,No,Yes,Yes,Telephone,Tue,May,No
47,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
35,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
38,Services,Married,High School,Unknown,No,No,Telephone,Tue,May,No
30,Blue-Collar,Single,Unknown,No,Yes,Yes,Telephone,Tue,May,No
46,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,May,No
30,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
35,Services,Single,Basic 4Y,No,No,No,Telephone,Tue,May,No
58,Admin ,Married,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
40,Technician,Married,Professional Course,No,No,No,Telephone,Tue,May,No
34,Technician,Married,University Degree,No,No,No,Telephone,Tue,May,No
30,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
38,Services,Married,Basic 6Y,No,No,No,Telephone,Tue,May,No
55,Management,Single,Basic 4Y,No,No,No,Telephone,Tue,May,No
55,Management,Married,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
45,Technician,Single,Professional Course,No,Yes,No,Telephone,Tue,May,No
36,Admin ,Married,University Degree,No,Yes,Yes,Telephone,Tue,May,No
32,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
35,Technician,Married,Unknown,Unknown,Yes,No,Telephone,Tue,May,No
55,Management,Divorced,University Degree,No,Yes,No,Telephone,Tue,May,No
49,Housemaid,Married,Basic 4Y,Unknown,Unknown,Unknown,Telephone,Tue,May,No
29,Admin ,Married,High School,No,Yes,No,Telephone,Tue,May,No
34,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,Tue,May,No
54,Retired,Married,High School,Unknown,Yes,No,Telephone,Tue,May,No
36,Technician,Single,Professional Course,No,No,No,Telephone,Tue,May,No
30,Management,Single,University Degree,No,Yes,No,Telephone,Tue,May,No
33,Housemaid,Divorced,University Degree,No,No,No,Telephone,Tue,May,No
37,Blue-Collar,Married,High School,No,No,No,Telephone,Tue,May,No
36,Technician,Married,Basic 9Y,Unknown,Yes,No,Telephone,Tue,May,No
33,Blue-Collar,Married,High School,No,No,No,Telephone,Tue,May,No
32,Housemaid,Married,High School,No,Yes,No,Telephone,Tue,May,No
32,Housemaid,Married,High School,No,No,No,Telephone,Tue,May,No
50,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,May,No
39,Blue-Collar,Married,Basic 9Y,No,No,Yes,Telephone,Tue,May,No
51,Blue-Collar,Divorced,Unknown,Unknown,Yes,Yes,Telephone,Tue,May,No
33,Services,Married,High School,No,No,No,Telephone,Tue,May,No
33,Services,Married,Basic 4Y,No,No,No,Telephone,Tue,May,No
56,Management,Married,University Degree,Unknown,No,Yes,Telephone,Tue,May,No
39,Management,Divorced,University Degree,Unknown,Yes,No,Telephone,Tue,May,No
33,Self-Employed,Single,University Degree,No,No,No,Telephone,Tue,May,No
59,Retired,Divorced,Basic 4Y,Unknown,No,No,Telephone,Tue,May,No
42,Admin ,Single,Unknown,No,Yes,No,Telephone,Tue,May,No
43,Services,Married,High School,No,No,Yes,Telephone,Tue,May,No
35,Admin ,Married,University Degree,No,Unknown,Unknown,Telephone,Tue,May,No
46,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,May,No
27,Technician,Married,Basic 9Y,No,No,Yes,Telephone,Tue,May,No
47,Admin ,Divorced,University Degree,No,Yes,No,Telephone,Tue,May,No
31,Admin ,Single,University Degree,No,No,No,Telephone,Tue,May,No
