make,model,year,mileage,Mileage condition,price,Price level,color,state,price condition,color condition,price value condition,mileage color condition
Chevrolet,Cruze,2018,85808,Excellent,25127,Level3,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2014,85896,Excellent,33091,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2014,85932,Excellent,43429,Level5,blue,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2018,86084,Excellent,35769,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2018,86239,Excellent,22701,Level3,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2018,86439,Excellent,16140,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2011,86598,Excellent,19335,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2014,86633,Excellent,16085,Level2,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2017,86700,Excellent,46310,Level5,white,IL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2018,86710,Excellent,13340,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2011,86851,Excellent,14660,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2011,86857,Excellent,47153,Level5,white,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2014,86860,Excellent,17323,Level2,silver,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Altima,2015,87021,Excellent,49424,Level5,red,IL,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Ford,Altima,2010,87052,Excellent,37013,Level4,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2017,87423,Excellent,47348,Level5,silver,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2015,87473,Excellent,11379,Level2,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2015,87489,Excellent,38995,Level4,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2013,87512,Excellent,45667,Level5,white,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2011,87526,Excellent,12541,Level2,silver,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2017,87566,Excellent,40385,Level5,silver,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2014,87613,Excellent,12640,Level2,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2012,87705,Excellent,31326,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2015,88007,Excellent,21480,Level3,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2013,88226,Excellent,35412,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2013,88353,Excellent,32534,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2013,88519,Excellent,44143,Level5,silver,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2017,88529,Excellent,38257,Level4,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2015,88831,Excellent,39761,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2014,88874,Excellent,18278,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,89020,Excellent,33420,Level4,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2018,89119,Excellent,30225,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Fusion,2011,89139,Excellent,35765,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2011,89164,Excellent,18593,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2018,89305,Excellent,47240,Level5,red,IL,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Chevrolet,Altima,2017,89329,Excellent,16770,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2010,89400,Excellent,33644,Level4,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2013,89404,Excellent,20034,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2015,89447,Excellent,22548,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2017,89454,Excellent,21249,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2016,89481,Excellent,18592,Level2,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2016,89606,Excellent,47875,Level5,black,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2014,89616,Excellent,15917,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2017,89704,Excellent,40498,Level5,red,TX,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2010,89745,Excellent,24371,Level3,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2014,89764,Excellent,43031,Level5,black,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2011,89965,Excellent,10776,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2011,90097,Excellent,10796,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2018,90218,Excellent,29560,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2013,90392,Excellent,28391,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2015,90618,Excellent,13901,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2016,90679,Excellent,21621,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2015,90755,Excellent,32967,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2015,91085,Excellent,21525,Level3,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2017,91115,Excellent,38568,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2011,91148,Excellent,48456,Level5,blue,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2018,91185,Excellent,18381,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2012,91205,Excellent,40255,Level5,blue,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2012,91286,Excellent,23734,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2011,91306,Excellent,37530,Level4,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2013,91325,Excellent,24223,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2018,91366,Excellent,37120,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2013,91399,Excellent,45893,Level5,silver,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2012,91479,Excellent,21942,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2010,91489,Excellent,22121,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2014,91489,Excellent,32079,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2011,91582,Excellent,47689,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2017,91701,Excellent,40216,Level5,blue,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2014,91723,Excellent,48533,Level5,red,FL,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Altima,2010,91736,Excellent,11102,Level2,silver,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2014,91900,Excellent,32512,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2014,91902,Excellent,42524,Level5,black,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2014,92005,Excellent,36333,Level4,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2014,92009,Excellent,44695,Level5,white,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2011,92036,Excellent,48213,Level5,black,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2010,92062,Excellent,18318,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2010,92108,Excellent,13831,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2018,92122,Excellent,33949,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2010,92134,Excellent,48926,Level5,black,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2016,92247,Excellent,38301,Level4,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2016,92396,Excellent,16615,Level2,silver,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2018,92711,Excellent,15887,Level2,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Accord,2011,92817,Excellent,43178,Level5,blue,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2018,92897,Excellent,23119,Level3,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2015,93098,Excellent,11894,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2011,93272,Excellent,12002,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2014,93298,Excellent,16196,Level2,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2014,93341,Excellent,15979,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2012,93536,Excellent,34668,Level4,black,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2018,93813,Excellent,14436,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2018,93865,Excellent,14663,Level2,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2016,93871,Excellent,48770,Level5,blue,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2011,94147,Excellent,29682,Level3,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2011,94176,Excellent,26010,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2013,94305,Excellent,30688,Level4,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2011,94457,Excellent,22210,Level3,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2013,94691,Excellent,11732,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2011,94724,Excellent,37585,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2011,94750,Excellent,11168,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2010,94789,Excellent,10672,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2017,94883,Excellent,20183,Level3,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2011,94907,Excellent,19088,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2017,95067,Excellent,11847,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2016,95349,Excellent,26655,Level3,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Fusion,2015,95389,Excellent,10597,Level2,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2011,95431,Excellent,44328,Level5,silver,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2010,95602,Excellent,14837,Level2,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2010,95625,Excellent,23393,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2017,95695,Excellent,21479,Level3,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2012,95859,Excellent,17736,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2014,96044,Excellent,13560,Level2,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2011,96214,Excellent,20773,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2011,96291,Excellent,14162,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2011,96442,Excellent,46996,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2018,96576,Excellent,22367,Level3,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2017,96608,Excellent,16855,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2014,96681,Excellent,41438,Level5,silver,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2018,96846,Excellent,22390,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2018,96879,Excellent,47473,Level5,silver,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2017,97052,Excellent,22058,Level3,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2014,97116,Excellent,20256,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2014,97158,Excellent,13682,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2013,97228,Excellent,14953,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2014,97246,Excellent,22553,Level3,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2013,97328,Excellent,27098,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2016,97387,Excellent,28156,Level3,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2015,97559,Excellent,38738,Level4,silver,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2011,97633,Excellent,44212,Level5,red,FL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2013,97727,Excellent,48795,Level5,blue,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2012,97730,Excellent,42837,Level5,silver,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2011,97849,Excellent,22338,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2018,98225,Excellent,48224,Level5,blue,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2018,98391,Excellent,22681,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2011,98571,Excellent,44999,Level5,white,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2014,98661,Excellent,34128,Level4,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2015,98738,Excellent,47147,Level5,blue,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2015,98895,Excellent,17338,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2014,99093,Excellent,32592,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2014,99124,Excellent,16344,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2011,99157,Excellent,37488,Level4,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2015,99258,Excellent,38084,Level4,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2017,99295,Excellent,27393,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2010,99313,Excellent,31827,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2016,99321,Excellent,37274,Level4,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2014,99354,Excellent,22193,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2013,99359,Excellent,28183,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2018,99367,Excellent,11520,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2014,99415,Excellent,38072,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2017,99521,Excellent,15731,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2014,99672,Excellent,27771,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,99783,Excellent,34589,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
